title,image,price,availability,categories,tags,description
Hitmonchan,https://scrapeme.live/wp-content/uploads/2018/08/107.png,91.00,163,"Pokemon, Punching","hitmonchan, Keen Eye, Punching",Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.
Lickitung,https://scrapeme.live/wp-content/uploads/2018/08/108.png,142.00,291,"Licking, Pokemon","Licking, lickitung, Oblivious","Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things."
Koffing,https://scrapeme.live/wp-content/uploads/2018/08/109.png,38.00,110,"Poison Gas, Pokemon","koffing, Levitate, Poison Gas","Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon."
Weezing,https://scrapeme.live/wp-content/uploads/2018/08/110.png,48.00,117,"Poison Gas, Pokemon","Levitate, Poison Gas, weezing","Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokémon also becomes more putrid."
Rhyhorn,https://scrapeme.live/wp-content/uploads/2018/08/111.png,124.00,138,"Pokemon, Spikes","rhyhorn, Rock Head, Spikes","Rhyhorn’s brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something."
Rhydon,https://scrapeme.live/wp-content/uploads/2018/08/112.png,27.00,73,"Drill, Pokemon","Drill, rhydon, Rock Head","Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat."
Chansey,https://scrapeme.live/wp-content/uploads/2018/08/113.png,176.00,151,"Egg, Pokemon","chansey, Egg, Natural Cure","Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite."
Tangela,https://scrapeme.live/wp-content/uploads/2018/08/114.png,64.00,91,"Pokemon, Vine","Chlorophyll, tangela, Vine","Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day."
Kangaskhan,https://scrapeme.live/wp-content/uploads/2018/08/115.png,164.00,35,"Parent, Pokemon","Early Bird, kangaskhan, Parent","If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you."
Horsea,https://scrapeme.live/wp-content/uploads/2018/08/116.png,154.00,88,"Dragon, Pokemon","Dragon, horsea, Swift Swim","If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back."
Seadra,https://scrapeme.live/wp-content/uploads/2018/08/117.png,51.00,45,"Dragon, Pokemon","Dragon, Poison Point, seadra","Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole."
Goldeen,https://scrapeme.live/wp-content/uploads/2018/08/118.png,170.00,117,"Goldfish, Pokemon","goldeen, Goldfish, Swift Swim","Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape."
Seaking,https://scrapeme.live/wp-content/uploads/2018/08/119.png,129.00,226,"Goldfish, Pokemon","Goldfish, seaking, Swift Swim",Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.
Staryu,https://scrapeme.live/wp-content/uploads/2018/08/120.png,166.00,292,"Pokemon, Star Shape","Natural Cure, Star Shape, staryu","Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs."
Starmie,https://scrapeme.live/wp-content/uploads/2018/08/121.png,176.00,283,"Mysterious, Pokemon","Mysterious, Natural Cure, starmie",Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.
Mr-mime,https://scrapeme.live/wp-content/uploads/2018/08/122.png,144.00,105,"Barrier, Pokemon","Barrier, mr-mime, Soundproof","Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real."
Scyther,https://scrapeme.live/wp-content/uploads/2018/08/123.png,85.00,139,"Mantis, Pokemon","Mantis, scyther, Swarm","Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke."
Jynx,https://scrapeme.live/wp-content/uploads/2018/08/124.png,138.00,197,"Human Shape, Pokemon","Human Shape, jynx, Oblivious","Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing."
Electabuzz,https://scrapeme.live/wp-content/uploads/2018/08/125.png,125.00,63,"Electric, Pokemon","electabuzz, Electric, Static","When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
Magmar,https://scrapeme.live/wp-content/uploads/2018/08/126.png,130.00,16,"Pokemon, Spitfire","Flame Body, magmar, Spitfire","In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings."
Pinsir,https://scrapeme.live/wp-content/uploads/2018/08/127.png,141.00,29,"Pokemon, Stag Beetle","Hyper Cutter, pinsir, Stag Beetle","Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape."
Tauros,https://scrapeme.live/wp-content/uploads/2018/08/128.png,63.00,298,"Pokemon, Wild Bull","Intimidate, tauros, Wild Bull","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself."
Magikarp,https://scrapeme.live/wp-content/uploads/2018/08/129.png,43.00,126,"Fish, Pokemon","Fish, magikarp, Swift Swim","Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is."
Gyarados,https://scrapeme.live/wp-content/uploads/2018/08/130.png,79.00,100,"Atrocious, Pokemon","Atrocious, gyarados, Intimidate","Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month."
Lapras,https://scrapeme.live/wp-content/uploads/2018/08/131.png,172.00,89,"Pokemon, Transport","lapras, Transport, Water Absorb","People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain."
Ditto,https://scrapeme.live/wp-content/uploads/2018/08/132.png,75.00,177,"Pokemon, Transform","ditto, Limber, Transform","Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong."
Eevee,https://scrapeme.live/wp-content/uploads/2018/08/133.png,112.00,234,"Evolution, Pokemon","eevee, Evolution, Run Away",Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.
Vaporeon,https://scrapeme.live/wp-content/uploads/2018/08/134.png,147.00,226,"Bubble Jet, Pokemon","Bubble Jet, vaporeon, Water Absorb",Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.
Jolteon,https://scrapeme.live/wp-content/uploads/2018/08/135.png,158.00,37,"Lightning, Pokemon","jolteon, Lightning, Volt Absorb","Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles."
Flareon,https://scrapeme.live/wp-content/uploads/2018/08/136.png,34.00,142,"Flame, Pokemon","Flame, flareon, Flash Fire","Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit."
Porygon,https://scrapeme.live/wp-content/uploads/2018/08/137.png,178.00,156,"Pokemon, Virtual","porygon, Trace, Virtual",Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.
Omanyte,https://scrapeme.live/wp-content/uploads/2018/08/138.png,162.00,13,"Pokemon, Spiral","omanyte, Shell Armor, Spiral","Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell."
Omastar,https://scrapeme.live/wp-content/uploads/2018/08/139.png,61.00,249,"Pokemon, Spiral","omastar, Shell Armor, Spiral","Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous."
Kabuto,https://scrapeme.live/wp-content/uploads/2018/08/140.png,79.00,187,"Pokemon, Shellfish","kabuto, Shellfish, Swift Swim","Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years."
Kabutops,https://scrapeme.live/wp-content/uploads/2018/08/141.png,57.00,228,"Pokemon, Shellfish","kabutops, Shellfish, Swift Swim",Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.
Aerodactyl,https://scrapeme.live/wp-content/uploads/2018/08/142.png,56.00,257,"Fossil, Pokemon","aerodactyl, Fossil, Rock Head",Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.
Snorlax,https://scrapeme.live/wp-content/uploads/2018/08/143.png,134.00,260,"Pokemon, Sleeping","Sleeping, snorlax, Thick Fat",Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.
Articuno,https://scrapeme.live/wp-content/uploads/2018/08/144.png,77.00,101,"Freeze, Pokemon","articuno, Freeze, Pressure","Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall."
Zapdos,https://scrapeme.live/wp-content/uploads/2018/08/145.png,133.00,265,"Electric, Pokemon","Electric, Pressure, zapdos",Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.
